What does the auditor do if a material uncertainty on going concern is adequately disclosed?	Express an unmodified opinion and add a separate 'Material Uncertainty Related to Going Concern' paragraph drawing attention to the note.
Define fraud vs error (SA 240).	Fraud = intentional act to obtain unjust/illegal advantage; Error = unintentional mistake. The distinguishing factor is intent.
What are the two types of fraud under SA 240?	Fraudulent financial reporting (misstating FS) and misappropriation of assets (theft).
Whose responsibility is prevention and detection of fraud?	Primarily those charged with governance and management (via internal control); the auditor is responsible only for reasonable assurance FS are free of material misstatement.
When must an auditor report fraud to the Central Government (Sec 143(12))?	When fraud against the company by officers/employees involves amount of Rs 1 crore or more — report to CG (via Form ADT-4) within prescribed time.
What is done for fraud below Rs 1 crore under Sec 143(12)?	Report to the Board or Audit Committee within 2 days; company discloses details in the Board's Report.
What is the purpose of Standards on Auditing (SAs)?	Mandatory professional standards prescribing principles/procedures the auditor must follow; non-compliance requires disclosure and can attract disciplinary action.
SA 210 covers what?	Agreeing the terms of audit engagements — the engagement letter documenting scope, responsibilities of management and auditor, and reporting framework.
Why is an engagement letter (SA 210) important?	Confirms acceptance, avoids misunderstanding on scope/responsibilities, and evidences the auditor–client contract; management acknowledges its responsibilities.
SA 220 deals with what?	Quality control for an audit of financial statements — engagement partner's responsibility for direction, supervision, review and consultation.
SA 260 requires communication with whom, about what?	Those charged with governance — planned scope/timing, significant findings, auditor independence, and significant difficulties encountered.
SA 265 deals with what?	Communicating deficiencies in internal control to those charged with governance and management — significant deficiencies in writing.
SA 299 deals with what?	Responsibility of joint auditors — division of work, coordination, and each joint auditor being responsible for their allotted area yet jointly for common areas.
SA 315 deals with what?	Identifying and assessing risks of material misstatement through understanding the entity and its environment, including internal control.
SA 330 deals with what?	The auditor's responses to assessed risks — designing tests of controls and substantive procedures to address RMM.
SA 402 deals with what?	Audit considerations relating to an entity using a service organisation (e.g. outsourced payroll) and Type 1/Type 2 reports.
SA 450 deals with what?	Evaluation of misstatements identified during the audit — accumulating, communicating for correction, and assessing effect on the opinion.
SA 500 vs SA 501 — the difference?	SA 500 = audit evidence generally; SA 501 = specific considerations for selected items (inventory attendance, litigation/claims, segment information).
SA 505 covers what?	External confirmations — direct written responses from third parties (e.g. bank, debtors) obtained by the auditor; positive vs negative confirmation.
SA 510 deals with what?	Initial audit engagements — opening balances; ensuring opening balances are free of misstatement and consistent policies applied.
SA 520 deals with what?	Analytical procedures — evaluations of financial data through plausible relationships (ratios, trends), used at planning and overall review stages.
SA 550 deals with what?	Related parties — identifying and disclosing related party relationships and transactions and assessing associated risks.
SA 560 deals with what?	Subsequent events — events between B/S date and the auditor's report date (and facts discovered after), adjusting vs non-adjusting.
SA 580 deals with what?	Written representations — statements by management confirming responsibilities and specific assertions; supplement, not substitute for, other evidence.
SA 600 deals with what?	Using the work of another auditor (branch/component); principal auditor's responsibility and reliance on the other auditor.
SA 610 vs SA 620 — the difference?	SA 610 = using the work of internal auditors; SA 620 = using the work of an auditor's expert (valuer, actuary, engineer).
What are the types of audit opinion (SA 700/705)?	Unmodified (clean) and three modified: Qualified, Adverse, Disclaimer of opinion.
When is a Qualified opinion given?	Misstatements are material but NOT pervasive, OR unable to obtain sufficient appropriate evidence but possible effects are material but not pervasive — 'except for'.
When is an Adverse opinion given?	Misstatements are BOTH material AND pervasive — FS as a whole do not give a true and fair view.
When is a Disclaimer of opinion given?	Auditor cannot obtain sufficient appropriate evidence and possible effects are BOTH material AND pervasive — cannot form an opinion.
What does 'pervasive' mean in the opinion decision (SA 705)?	Effects not confined to specific elements — either widespread through the FS, or if confined, represent a substantial proportion, or are fundamental to users' understanding.
What is an Emphasis of Matter paragraph (SA 706)?	Draws attention to a matter properly presented/disclosed in the FS that is fundamental to users' understanding — does NOT modify the opinion.
Emphasis of Matter vs Other Matter paragraph.	EOM refers to a matter presented/disclosed IN the FS; Other Matter refers to a matter NOT presented in the FS but relevant to users' understanding of the audit/report.
What are Key Audit Matters (SA 701)?	Matters that, in the auditor's professional judgement, were of most significance in the audit — mandatory for listed entities; not a substitute for an opinion.
Who is eligible to be a company auditor (Sec 141)?	A Chartered Accountant in practice; a firm/LLP where majority of partners practising in India are qualified may be appointed in the firm's name.
Name two grounds of disqualification of an auditor under Sec 141(3).	Body corporate (except LLP), officer/employee of the company, holding security/interest in the company, or indebtedness exceeding Rs 5 lakh.
What is the ceiling on number of audits per person (Sec 141(3)(g))?	Maximum 20 companies per person (excluding OPCs, dormant, small and private companies with paid-up capital < Rs 100 crore).
How is the first auditor of a company appointed (Sec 139(6))?	By the Board within 30 days of registration; if Board fails, by members in EGM within 90 days; holds office till conclusion of the 1st AGM.
What is the term of a subsequent auditor (Sec 139(1))?	Appointed at AGM to hold office from that AGM till the conclusion of the 6th AGM (subject to ratification rules), i.e. a 5-year term.
What is auditor rotation under Sec 139(2)?	Listed & prescribed companies: individual auditor max 1 term of 5 years; firm max 2 terms of 5 years — then a 5-year cooling-off period.
How can an auditor be removed before term expiry (Sec 140(1))?	Special resolution + prior approval of the Central Government (via Form ADT-2), after giving the auditor a reasonable opportunity of being heard.
What must a resigning auditor file (Sec 140(2))?	Form ADT-3 with the company and the Registrar (and CAG if applicable) within 30 days of resignation, stating reasons.
What are the auditor's powers under Sec 143(1)?	Right of access at all times to books, accounts and vouchers, and to require information/explanations necessary for the audit.
What is the auditor's basic duty under Sec 143?	To make a report to members on the accounts examined and on every FS, stating whether they give a true and fair view and comply with the Act/standards.
What is CARO 2020?	Companies (Auditor's Report) Order — additional reporting matters (21 clauses) the auditor must comment on, e.g. fixed assets, inventory, loans, statutory dues, fraud.
What is reporting on Internal Financial Controls (Sec 143(3)(i))?	Auditor must state whether the company has adequate IFC over financial reporting and their operating effectiveness — for prescribed companies.
Define Internal Control (SA 315).	Process designed by governance/management to provide reasonable assurance on reliability of reporting, effectiveness/efficiency of operations, and compliance with laws.
What are the inherent limitations of internal control?	Human error, management override, collusion, cost-benefit constraints, and controls becoming inadequate due to changed conditions — hence only reasonable assurance.
What is a walk-through test?	Tracing one/few transactions through the entire accounting system to confirm the auditor's understanding of the design and implementation of controls.
What is the difference between tests of controls and substantive procedures?	Tests of controls check whether controls operate effectively; substantive procedures detect material misstatements at the assertion level (details + analytics).
What is an internal check?	Arrangement of duties so that no single person handles a transaction end-to-end; work of one is automatically checked by another — a fraud-prevention design.
Why must audit of a Not-for-Profit / charitable institution focus on receipts?	Income is often unrecorded/cash-based (donations, subscriptions); the key risk is completeness of receipts, so the auditor stresses income controls.
What is the Chartered Accountants Act framework for professional ethics?	Two Schedules; First & Second Schedules list acts of professional/other misconduct — Second covers graver misconduct with heavier penalties.
What is 'professional misconduct' — the two branches of the CA Act schedules?	First Schedule (less grave, e.g. sharing fees, advertising) and Second Schedule (grave, e.g. gross negligence, disclosing client info) misconduct.
What are the five fundamental principles of the Code of Ethics?	Integrity, Objectivity, Professional Competence & Due Care, Confidentiality, and Professional Behaviour.
What is the difference between independence of mind and independence in appearance?	Mind = state permitting an unbiased opinion free of influences; Appearance = avoiding facts/circumstances a reasonable third party would see as compromising integrity/objectivity.
Name the five threats to independence in the Code of Ethics.	Self-interest, Self-review, Advocacy, Familiarity, and Intimidation threats.
Give an example of a self-review threat.	Auditor evaluating results of a previous judgement/service they performed (e.g. having prepared the accounting records now being audited).
Why is an auditor prohibited from a contingent fee based on findings?	It creates a self-interest threat that impairs objectivity and independence — the fee should not depend on the audit outcome.
What is the difference between an audit and an investigation?	Audit forms an opinion on true and fair view for a period; investigation is a special, in-depth probe for a specific purpose (fraud, acquisition), often beyond one year.
What is a management representation letter's evidential value?	It is corroborative evidence; where other sufficient appropriate evidence is expected to exist, a representation alone is not enough and cannot replace it.
What is the auditor's responsibility for comparatives / prior period figures (SA 710)?	To obtain evidence that comparatives are free of material misstatement and consistently classified; corresponding figures are covered by the current opinion.
What is 'test checking'?	Examining a representative sample rather than 100% of transactions, based on the reliability of internal control — an application of sampling to gain efficiency.
Why is cut-off procedure important at the year-end?	To ensure transactions are recorded in the correct accounting period (occurrence/completeness) — misclassifying near year-end distorts profit and balances.
What is the difference between a compliance audit and a substantive audit approach?	Compliance (controls) approach relies on effective internal controls to reduce substantive testing; substantive approach tests transactions/balances directly when controls are weak.
What is the auditor's duty if the FS omit a required disclosure?	Discuss with management; if not corrected and material, include the information in the report if practicable and modify the opinion (qualified/adverse).
