Why does a debit/credit note adjust GST rather than reissuing an invoice?	It corrects value or tax post-invoice (returns, discounts, errors) while preserving the original invoice trail for audit.
Why must books of account be maintained even under presumptive taxation if income is declared lower? (verify AY)	Declaring below the presumptive rate rebuts the presumption, so the taxpayer must prove the lower figure with books and audit.
Why is the concept of "aggregate turnover" used for GST thresholds?	It sums all taxable, exempt, export, and inter-state supplies PAN-India, giving a true picture of scale to test registration and composition eligibility.
Why does Section 194 series prescribe different TDS rates for different payments?	Each payment type (rent, contract, professional fees, interest) has a different margin and risk of non-reporting, so rates are calibrated per stream. (verify AY)
Why is a Permanent Account Number (PAN) linked to higher TDS if not furnished? (verify AY)	Without PAN the deductee can't be tracked, so a penal higher rate (e.g. 20%) both compensates risk and pressures PAN compliance.
Why does income deemed to accrue in India (Sec 9) tax non-residents on Indian-source income?	The source rule lets India tax income economically connected to India (business connection, Indian property, salary for services in India) regardless of residence.
Why is a slab-based rate structure used for individuals rather than a flat rate?	Progressive slabs tax higher incomes at higher rates, aligning the burden with ability to pay — a core equity principle.
Why is a firm/company taxed at a flat rate rather than slabs?	Entities don't have "subsistence needs" like individuals, so a single rate applies to their whole profit without a personal exemption threshold. (verify AY)
Why is set-off of losses done intra-head before inter-head?	You first net gains and losses within the same head (same nature), then allow the residual loss to relieve other heads — a structured cascade.
Why can speculative business losses only be set off against speculative profits?	Speculation is high-risk and distinct, so the law quarantines its losses to prevent them from eroding normal business or other income.
Why is capital loss segregated into short-term and long-term for set-off?	LTCL can offset only LTCG (both taxed gently), while STCL can offset either — matching the character and rate of the loss to the gain.
Why does the Income Tax Act tax perquisites in addition to salary?	Non-cash benefits (rent-free housing, cars, ESOPs) are real economic gains from employment, so they're valued and taxed to prevent salary being disguised as perks.
Why is an employer's PF contribution above a limit taxable to the employee? (verify AY)	Beyond the exempt ceiling it becomes a real accretion to the employee's wealth, so the excess loses its retirement-savings shelter and is taxed.
Why does the law distinguish "revenue" from "capital" receipts for taxability?	Revenue receipts (recurring, from operations) are income; capital receipts (one-off, from the profit-earning structure) are generally outside income tax unless specifically charged.
Why is entertainment allowance deductible only for government employees? (verify AY)	It is a legacy concession limited to government service; private employees get no such deduction, reflecting the provision's historical scope.
Why must GST returns be filed even in a nil-activity period?	The self-assessment system needs continuous declarations to keep the credit chain and compliance record intact; a nil return confirms no suppressed activity.
Why does the GST Council, not Parliament alone, decide rates?	GST is a shared Centre-State tax, so a joint federal body (the Council) sets rates to preserve cooperative federalism and uniformity.
Why is the anti-profiteering provision built into GST?	To ensure that rate cuts and ITC benefits are passed to consumers as lower prices, not pocketed by businesses as extra margin.
