Which AS covers Related Party Disclosures?	AS 18.
Which AS covers Leases?	AS 19.
Finance vs operating lease — the deciding test (AS 19)?	Finance lease transfers substantially all risks and rewards of ownership; otherwise it is an operating lease — substance over form.
How does a lessee record a finance lease (AS 19)?	As an asset and a liability at the lower of fair value and present value of minimum lease payments.
Which AS covers Earnings Per Share?	AS 20.
Why compute diluted EPS (AS 20)?	To show the worst-case earnings dilution if all potential equity shares (options, convertibles) were exercised.
Basic EPS formula (AS 20)?	Net profit attributable to equity shareholders divided by weighted average number of equity shares outstanding.
Which AS covers Consolidated Financial Statements?	AS 21.
When does control exist for consolidation (AS 21)?	More than half the voting power, or control of the composition of the board of directors.
Why eliminate intra-group transactions on consolidation (AS 21)?	The group is a single economic entity; unrealised internal profits and mutual balances would overstate group results.
How is minority interest shown in consolidated balance sheet (AS 21)?	Separately from the parent's equity and liabilities — it belongs to outside shareholders of the subsidiary.
Which AS covers Accounting for Taxes on Income?	AS 22.
Why create deferred tax (AS 22)?	To match tax expense with accounting profit despite timing differences between book and taxable income.
When is a deferred tax asset recognised (AS 22)?	Only when there is reasonable (or virtual, for unabsorbed losses) certainty of future taxable income to realise it — prudence.
Difference: timing vs permanent differences (AS 22)?	Timing differences reverse in future periods (create deferred tax); permanent differences never reverse (no deferred tax).
Which AS covers Investments in Associates in Consolidated Statements?	AS 23 — uses the equity method.
What is an associate (AS 23)?	An enterprise in which the investor has significant influence (usually 20% or more voting power) but not control.
How does the equity method work (AS 23)?	Investment recorded at cost, then adjusted for the investor's share of post-acquisition profits or losses.
Which AS covers Discontinuing Operations?	AS 24.
Which AS covers Interim Financial Reporting?	AS 25.
Which AS covers Intangible Assets?	AS 26.
Why is internally generated goodwill not recognised (AS 26)?	It isn't identifiable or reliably measurable and isn't a resource controlled from a past transaction.
Research vs development expenditure treatment (AS 26)?	Research is always expensed; development is capitalised only if strict feasibility and future-benefit criteria are met.
Which AS covers Financial Reporting of Interests in Joint Ventures?	AS 27 — uses proportionate consolidation for jointly controlled entities.
Which AS covers Impairment of Assets?	AS 28.
What is an impairment loss (AS 28)?	The excess of an asset's carrying amount over its recoverable amount.
Which AS covers Provisions, Contingent Liabilities and Contingent Assets?	AS 29.
When is a provision recognised (AS 29)?	A present obligation from a past event, probable outflow of resources, and a reliable estimate can be made.
Why are contingent assets not recognised (AS 29)?	Prudence — recognising a possible gain not yet realised would overstate income; disclose only if inflow is probable.
Why is a buy-back of shares done, and where does the premium go?	To return surplus cash / improve EPS; premium on buy-back is charged to free reserves or securities premium.
What does the Capital Redemption Reserve protect on buy-back/redemption?	Creditors' cushion — capital reduced by buy-back is replaced by transferring an equal amount from free reserves to CRR.
Buy-back limit under the Companies Act (board vs shareholders)?	Board alone up to 10% of paid-up equity + free reserves; up to 25% needs a special resolution.
Post buy-back debt-equity ratio limit?	Total secured and unsecured debt must not exceed twice the paid-up capital and free reserves (2:1) after buy-back.
In ESOP accounting, what is the intrinsic value method?	Employee cost = excess of market price over the exercise price on the grant date, spread over the vesting period.
What happens to securities premium on forfeiture of shares?	Premium already received is retained; premium not received is cancelled — you can't reverse what was collected.
On reissue of forfeited shares, where does the surplus go?	To Capital Reserve — it's a capital profit, not a trading gain.
Purpose of Internal Reconstruction (capital reduction)?	To write off accumulated losses and overvalued assets against sacrificed capital without liquidating the company.
Where is the balance in Capital Reduction / Reconstruction A/c transferred?	To Capital Reserve after writing down all losses and fictitious assets.
Why prepare a Realisation Account on dissolution of a partnership?	To close all assets and outside liabilities and determine the profit or loss on realisation for distribution among partners.
Order of payment under Insolvency (Section 53 IBC) waterfall — first priority?	Insolvency resolution/liquidation costs, then secured creditors and workmen dues, before other stakeholders.
What is the treatment of goodwill on a partner's admission?	Incoming partner compensates sacrificing partners for their share of goodwill in the sacrificing ratio.
Why prepare departmental accounts?	To measure each department's profitability separately and allocate common costs on a rational basis.
Independent vs dependent branch — key accounting difference?	Independent branch keeps full double-entry books; a dependent branch's accounts are maintained by head office.
In foreign branch translation, where do exchange differences usually go?	To the profit and loss account (integral) or Foreign Currency Translation Reserve (non-integral).
Insurance claim: why compute Gross Profit ratio for a loss of stock claim?	To estimate the cost of stock destroyed via the trading account and derive the insurable loss.
What does an average clause in a fire policy do?	Penalises under-insurance — claim = loss × (policy value / actual stock value), so partial cover means partial recovery.
Why maintain an Investment Account with separate cost and income columns?	To distinguish capital (cost of investment) from revenue (interest/dividend) — cum vs ex interest treatment.
Cum-interest vs ex-interest quotation — the difference?	Cum-interest price includes accrued interest (deduct it from cost); ex-interest price excludes it (add accrued interest separately).
For a bank, why classify advances into standard, sub-standard, doubtful, loss?	Asset classification drives provisioning — riskier NPAs need higher provisions to reflect true recoverable value.
When does an advance become an NPA (banking)?	Interest/principal remains overdue for more than 90 days.
Why do banks make provisions on standard assets too?	To cover latent, not-yet-identified losses inherent in a performing portfolio — prudence at portfolio level.
What is Rebate on Bills Discounted for a bank?	Unexpired discount on bills maturing after year-end — income received but not yet earned, so it's a liability.
Purpose of Schedule III of the Companies Act 2013?	Prescribes the format of the balance sheet and statement of profit and loss for company financial statements.
Why present a cash flow statement (AS 3)?	To show how the enterprise generates and uses cash across operating, investing and financing activities — liquidity insight.
Direct vs indirect method of cash flow (AS 3)?	Direct shows gross cash receipts/payments; indirect starts from net profit and adjusts for non-cash and working-capital items.
Why is the LLP conversion of a firm not treated as a sale?	It's a continuation of the same business with limited liability; assets and liabilities carry over at book values.
