What is the time limit to allot securities under private placement and file return of allotment?	Allot within 60 days of receiving application money; file PAS-3 within 15 days of allotment.
Why can't a company issue shares at a discount (Sec 53)?	It would defraud creditors by understating the capital cushion; issue at discount is void, except sweat equity shares which are a permitted exception.
What are "sweat equity shares" and why permitted at discount?	Shares issued to directors/employees for know-how or value additions; permitted because they reward genuine contribution rather than dilute creditor protection.
Why is the securities premium a capital reserve with restricted uses (Sec 52)?	It represents shareholders' capital contribution above par, not distributable profit; usable only for specified purposes like issuing bonus shares or writing off issue expenses.
List permitted uses of the Securities Premium Account.	Issue fully paid bonus shares; write off preliminary expenses; write off issue expenses/commission/discount on debentures; premium on redemption of preference shares/debentures; buy-back.
Why does Sec 62 mandate a rights issue before fresh equity to existing shareholders?	To protect existing shareholders' proportionate ownership and voting rights from dilution; they get first right to maintain their stake.
What is the notice period and minimum offer window for a rights issue under Sec 62?	Offer by notice specifying shares and a period of not less than 15 days and not more than 30 days to accept.
Why must a company create a Capital Redemption Reserve when redeeming preference shares out of profits (Sec 55)?	To replace the capital being paid out, keeping the creditors' buffer intact; CRR equals the nominal value redeemed and is treated like paid-up capital.
Why can preference shares be redeemed only if fully paid?	Partly-paid shares carry uncalled liability; redeeming them would extinguish that safeguard for creditors before the money is even collected.
What is the maximum tenure for redeemable preference shares?	20 years generally; up to 30 years for infrastructure projects (redeeming at least 10% per year from the 21st year).
Why does buy-back require the debt-equity ratio to stay within 2:1 after buy-back (Sec 68)?	To ensure the company doesn't erode its capital base and over-leverage, protecting creditors when it returns cash to shareholders.
What are the key buy-back limits under Sec 68?	Up to 25% of paid-up capital and free reserves (10% if Board-only approval); 25% of paid-up equity in a year; debt-equity max 2:1; funded from free reserves/securities premium/proceeds of fresh issue.
Why is there a 1-year cooling-off before a company can make another buy-back?	To prevent repeated capital erosion and market manipulation; ensures buy-back is a considered capital decision, not a routine share-price prop.
Why must a company transfer to Capital Redemption Reserve on buy-back out of free reserves?	Same logic as preference redemption: capital paid out is replaced by CRR so the creditor cushion is preserved.
Why does Sec 71 require creating a Debenture Redemption Reserve (DRR)?	Debentures are borrowings that must be repaid; DRR earmarks profits so redemption isn't funded by fresh borrowing, protecting debenture-holders.
What distinguishes a debenture from a share?	A debenture is a creditor's instrument (fixed interest, repayable, no ownership/voting) whereas a share is ownership (dividend, voting, residual claim, generally non-repayable).
Why does Sec 73 broadly prohibit companies from accepting deposits from the public?	Past scams showed public deposits are risky without banking-style safeguards; only eligible public companies with strict conditions may accept them.
What conditions let a private company accept deposits from members (Sec 73)?	Pass resolution, issue circular, file with ROC, provide deposit insurance/security, maintain deposit repayment reserve of 20% of deposits maturing next FY in a separate bank account.
What is the Deposit Repayment Reserve Account requirement?	On or before 30th April each year, deposit at least 20% of deposits maturing during the following financial year in a scheduled bank; usable only for repayment.
Why are certain receipts (e.g., advance for goods, share application money) excluded from "deposit"?	They're genuine commercial transactions, not borrowings; treating them as deposits would choke normal business and misapply investor-protection rules.
Why must charges be registered within 30 days of creation (Sec 77)?	Registration gives public notice to creditors of prior claims on assets; unregistered charges are void against the liquidator and other creditors.
What is the extended time to register a charge beyond the initial 30 days?	Registrar may allow registration within 60 days on payment of additional fees, and a further 60 days (total 120) with ad valorem fees, on application.
What is the consequence of a charge remaining unregistered?	The charge is void against the liquidator and creditors; the money still remains payable, but the security (priority) is lost.
Why must every company hold its first AGM within 9 months of the first financial year-end?	To give members an early account of the company's affairs; the longer window recognises a new company needs time to close its first, possibly long, accounting period.
What are the AGM timing rules (Sec 96)?	First AGM within 9 months of first FY-end; subsequent AGMs within 6 months of FY-end, max gap 15 months between two AGMs, held in business hours (9am-6pm) on a non-national-holiday.
Why is the quorum for a public company's general meeting tiered by member count (Sec 103)?	Fairness and practicality: larger companies need more members present to be representative, so quorum scales 5/15/30 for up to 1000/5000/over 5000 members.
What is the quorum for a private company general meeting?	2 members personally present, regardless of total membership.
Why does an ordinary resolution need only a simple majority while special needs 75%?	Routine matters warrant majority rule; fundamental changes (altering MOA/AOA, reducing capital) need a supermajority to protect minority from drastic decisions.
What notice period is required for a general meeting, and can it be shorter?	21 clear days' notice; shorter notice is valid if consent of 95% of members entitled to vote is obtained.
Why is a proxy allowed to attend but generally not to speak or vote on a show of hands?	A proxy is a stand-in for voting rights, not a member; the law lets absent members exercise their vote without giving proxies full participatory rights.
What is the limit on proxies one person can hold (Sec 105)?	A proxy can act for max 50 members and holding in aggregate not more than 10% of total share capital carrying voting rights.
Why must minutes of meetings be recorded within 30 days (Sec 118)?	Minutes are legal evidence of decisions; timely, accurate recording prevents disputes and manipulation of what the meeting actually resolved.
Why does Sec 123 permit dividend only out of profits (current or accumulated) or money provided by government?	Dividend is a distribution of profit, not capital; paying from capital would defraud creditors by returning their security to shareholders.
What must be done with declared dividend not paid/claimed within 30 days?	Transfer to a special "Unpaid Dividend Account" within 7 days after the 30 days; amounts unclaimed for 7 years go to the Investor Education and Protection Fund (IEPF).
Why does dividend declaration require transfer of unclaimed amounts to IEPF after 7 years?	To channel long-abandoned funds to investor protection/education rather than let companies retain them indefinitely; shares too are transferred to IEPF.
Why can't a company declare dividend if it has failed to comply with deposit repayment (Sec 123)?	Creditors/depositors rank ahead of shareholders; a company in default on repayments cannot reward owners before settling its obligations.
Why must financial statements give a "true and fair view" (Sec 129)?	So stakeholders get an honest economic picture; compliance with format alone isn't enough if it misleads, hence substance over mere form.
Why does Sec 135 mandate CSR spending of 2% of average net profits for qualifying companies?	To make profitable large companies contribute to social development; it institutionalises corporate responsibility rather than leaving it voluntary.
What are the CSR applicability thresholds (Sec 135)?	Net worth Rs.500 crore or more, OR turnover Rs.1000 crore or more, OR net profit Rs.5 crore or more, in the immediately preceding financial year.
What happens to unspent CSR amount (other than ongoing projects)?	Transfer to a Schedule VII fund within 6 months of FY-end. For ongoing projects, transfer to a special Unspent CSR Account within 30 days, to be spent within 3 years.
Why does Sec 138 require internal audit for prescribed companies?	Large/complex operations need an independent check on internal controls to catch errors/fraud early, beyond the annual statutory audit.
Why is the auditor appointed for 5 years and rotated (Sec 139)?	A fixed term ensures independence from year-to-year pressure, while mandatory rotation prevents cosy long-term relationships that erode objectivity.
What are the auditor rotation limits for prescribed companies (Sec 139(2))?	Individual auditor: one term of 5 years; audit firm: two terms of 5 years (10 years); then a 5-year cooling-off before reappointment.
Why does Sec 141 disqualify an auditor who holds securities in the company?	Financial interest compromises independence; an auditor with a stake may soften findings that hurt share value, defeating the audit's purpose.
List key auditor disqualifications under Sec 141.	Body corporate (except LLP), officer/employee of company, partner/employee of such, holding security or indebted above Rs.5 lakh, business relationship, convicted of fraud (10-yr bar).
Why does Sec 143 give the auditor a duty to report fraud to the Central Government?	To make the auditor a gatekeeper against fraud; frauds above Rs.1 crore must be reported to CG, ensuring serious misconduct isn't buried in the audit file.
What is the fraud-reporting threshold that goes to the Central Government under Sec 143(12)?	Fraud involving Rs.1 crore or more: report to Central Government; below Rs.1 crore: report to the Board/Audit Committee and disclose in Board's report.
Why must an auditor state whether the company has adequate internal financial controls?	Controls prevent misstatement and fraud; the auditor's opinion on IFC gives stakeholders assurance the numbers rest on a sound control system.
Why is the "General Clauses Act, 1897" called a consolidating and interpretation statute?	It defines common terms and lays down default interpretation rules so every other Act need not repeat them, ensuring consistency across the statute book.
Under the General Clauses Act, how is a period "from" a date computed?	The first day is excluded and the last day included (unless a contrary intention appears), so "within 30 days from X" starts counting the day after X.
Under the General Clauses Act, what if the last day for an act falls on a holiday?	The act is valid if done on the next working day when the office reopens; a closed office can't be held against the person.
What does "shall" vs "may" signify in statutory interpretation?	"Shall" is generally mandatory (must be obeyed) while "may" is directory/enabling (discretionary), though context and purpose can reverse the presumption.
What is the "literal/grammatical rule" of interpretation?	Words are given their ordinary, natural meaning; if the language is plain, the court applies it even if the result seems harsh, respecting legislative supremacy.
What is the "mischief rule" (Heydon's case)?	The court asks what defect/mischief the law aimed to cure and interprets the statute to suppress that mischief and advance the remedy.
What is the "golden rule" of interpretation?	Start with the literal meaning but depart from it just enough to avoid absurdity, repugnance, or inconsistency the legislature could not have intended.
What is the rule of "ejusdem generis"?	General words following specific ones of a class are limited to that same class; e.g., "cars, trucks and other vehicles" means other motor vehicles, not aircraft.
What is "noscitur a sociis"?	A word's meaning is known from its companions; ambiguous words take colour from surrounding words in the provision.
What is the difference between a "proviso", an "explanation" and an "illustration"?	Proviso carves out an exception to the main clause; explanation clarifies/expands meaning; illustration gives an example aiding understanding (but can't override the section).
Why is the "preamble" a useful aid to interpretation?	It states the object and purpose of the Act; when words are ambiguous, the preamble guides the court toward the intended meaning, though it can't override clear text.
What is the objective of FEMA, 1999 (as opposed to FERA)?	FEMA facilitates external trade/payments and orderly forex market development; it treats violations as civil (compoundable), unlike FERA's criminal, control-oriented regime.
What is the difference between a "capital account transaction" and a "current account transaction" under FEMA?	Capital account transactions alter assets/liabilities outside India (or of non-residents in India); current account transactions are all others, e.g., trade payments, travel, interest.
Why are current account transactions generally free under FEMA while capital ones are regulated?	Current transactions are routine trade/service flows essential to commerce; capital flows can destabilise the economy/exchange rate, so RBI regulates them.
Who is a "person resident in India" under FEMA?	One residing in India for more than 182 days in the preceding financial year (subject to purpose-of-stay exceptions), plus specified offices/agencies/companies in India.
Why does FEMA determine residency by days of stay rather than citizenship?	FEMA regulates economic activity/forex flows tied to where a person actually operates, so physical presence (182+ days) matters more than nationality.
Why is contravention under FEMA "compoundable"?	FEMA aims to manage forex, not punish; letting parties settle contraventions by paying a penalty (compounding) keeps trade flowing and reduces litigation.
Why must a Limited Liability Partnership (LLP) have at least two designated partners, one resident in India?	Designated partners bear compliance responsibility; requiring a resident ensures there's always someone locally accountable to regulators.
Why is an LLP a "body corporate" with perpetual succession unlike an ordinary partnership?	The LLP Act gives it separate legal personality, so partners' liability is limited and the entity survives partner changes, combining company and partnership benefits.
Why is a partner in an LLP generally not liable for another partner's wrongful acts?	Limited liability is the LLP's core benefit; a partner is shielded from others' misconduct done without their knowledge, unlike unlimited joint liability in a firm.
What is the minimum and maximum number of partners in an LLP?	Minimum 2 partners; no maximum limit (unlike a private company's 200-member cap).
Why does the LLP Act still make a partner liable for their own fraud despite limited liability?	Limited liability protects against others' acts, not one's own wrongdoing; allowing escape from personal fraud would make the shield a licence to cheat.
